x,y,Expected_x,Expected_y,Left_PWM,Right_PWM,dt
0.03568494,0.03568494,0.0,0.0,0.0,0.0,0.0
0.554300057985168,0.5727256080813015,0.554109317300943,0.5720770897549365,0.2536240730002748,0.13787347025971242,0.3089541306802576
0.554300057985168,0.5726874599444565,0.554185613574633,0.5723059785760065,0.18326059755241553,0.06398510696737558,0.8392437513351847
0.554300057985168,0.5726874599444565,0.554223761711478,0.5724967192602315,0.1488845484786523,0.027426984466078608,0.846842860194708
0.554300057985168,0.5726874599444565,0.554261909848323,0.5725730155339215,0.12723166600543245,0.003860591448713535,0.8621326334421826
0.554338206122013,0.5725730155339215,0.554261909848323,0.5726493118076115,0.1022553178502763,-0.0186315500350962,0.8621326334421826
0.554376354258858,0.5724585711233865,0.554300057985168,0.5726493118076115,0.07845393230994602,-0.04189580980864904,0.8621326334421826
0.554414502395703,0.5724585711233865,0.554300057985168,0.5726493118076115,0.08157597582934062,-0.037397381511887096,0.8621326334421826
0.554414502395703,0.5724204229865415,0.554300057985168,0.5726111636707665,0.08570513016144288,-0.03400677510910377,0.8697317423017059
0.554490798669393,0.5723822748496965,0.554338206122013,0.5725730155339215,0.08412732322153382,-0.03199255348368779,0.8621326334421826
0.554490798669393,0.5723059785760065,0.554338206122013,0.5725348673970765,0.0851008636738182,-0.031421857356486615,0.8659321878719444
0.554567094943083,0.5722678304391615,0.554376354258858,0.5724585711233865,0.09087496566667697,-0.024304940946684228,0.8659321878719444
0.554605243079928,0.5721915341654715,0.554376354258858,0.5724204229865415,-0.03296609393597216,-0.1461989196447646,0.9727317117831965
0.554605243079928,0.5721915341654715,0.554376354258858,0.5723059785760065,-0.021048615985595376,-0.13535569322794283,0.9727317117831965
0.554605243079928,0.5721152378917815,0.554414502395703,0.5722678304391615,-0.01930295724356812,-0.13337504196295058,0.976577043977172
0.554681539353618,0.5721152378917815,0.554452650532548,0.5721915341654715,-0.007486190374462076,-0.121088290047914,0.9803765984069339
0.554681539353618,0.5720770897549365,0.554452650532548,0.5721533860286265,-0.0037263100070192845,-0.11695913571581162,0.9727317117831965
0.554681539353618,0.5721152378917815,0.554490798669393,0.5720770897549365,0.013327433088168084,-0.10218817712942907,0.976577043977172
0.554719687490463,0.5721152378917815,0.554528946806238,0.5720770897549365,0.021350749229407606,-0.09329203161717592,0.9841761528366955
0.554757835627308,0.5721533860286265,0.554567094943083,0.5720389416180915,0.030616168706320446,-0.08362376781517988,0.9727317117831965
0.554795983764153,0.5722296823023165,0.554605243079928,0.5720007934812465,0.10319528794213695,-0.011178930021057853,1.0719321268349253
0.554872280037843,0.5722678304391615,0.554605243079928,0.5720007934812465,0.10896938993499572,-0.004733420819727163,1.0871761223181862
0.5549867244483779,0.5723059785760065,0.554681539353618,0.5720007934812465,0.10410168767357408,-0.006176946317941745,1.0871761223181862
0.5550248725852229,0.5723059785760065,0.554719687490463,0.5720007934812465,0.1056123538926359,-0.003659169286172048,1.0871761223181862
0.5551011688589129,0.5723059785760065,0.554795983764153,0.5720007934812465,0.09322489089632868,-0.016214484084597247,1.0871761223181862
0.5551774651326029,0.5723059785760065,0.554834131900998,0.5720007934812465,0.09446699423200178,-0.01386455885494553,1.0948210089419232
0.5552919095431379,0.5723059785760065,0.554872280037843,0.5720007934812465,0.08651081881160927,-0.01799371318704801,1.0871761223181862
0.5553682058168279,0.5723059785760065,0.5549485763115329,0.5720007934812465,0.08600726340525533,-0.017691579943235558,1.0871761223181862
0.5555207983642079,0.5723822748496965,0.5550248725852229,0.5720007934812465,0.08382518997772159,-0.015643787957396293,1.0948210089419232
0.5555589465010529,0.5723822748496965,0.5550630207220679,0.5720007934812465,0.07882320627460548,-0.020847193823053667,1.0871761223181862
0.5556733909115879,0.5723059785760065,0.5551393169957579,0.5720007934812465,0.07059846797082425,-0.02658772545548871,1.0910214545121617
0.5557496871852778,0.5722678304391615,0.5552156132694479,0.5720007934812465,0.054518265327921256,-0.043171483504745645,1.0948210089419232
0.5558259834589678,0.5722678304391615,0.5552919095431379,0.5720389416180915,0.05230262153996401,-0.0439100314340648,1.098620563371685
0.5559404278695028,0.5721533860286265,0.5553682058168279,0.5720389416180915,0.031958983123264284,-0.06469008453627123,1.0910214545121617
0.5560167241431928,0.5721152378917815,0.5554445020905179,0.5720389416180915,0.030011902218695763,-0.06542863246559039,1.0948210089419232
0.5560930204168828,0.5721152378917815,0.5555207983642079,0.5720389416180915,0.02786339915158531,-0.06831568346201977,1.1024658955656605
0.5562074648274178,0.5721533860286265,0.5555970946378979,0.5720389416180915,0.03592028565324856,-0.057841731009857345,1.0948210089419232
0.5562837611011078,0.5720770897549365,0.5556733909115879,0.5720389416180915,0.02786339915158531,-0.0669392986846522,1.0948210089419232
0.5563982055116428,0.5720770897549365,0.5557878353221228,0.5720389416180915,0.027158421582689884,-0.06593218787194433,1.1100650044251839
0.5565889461958677,0.5720770897549365,0.5558259834589678,0.5720389416180915,0.026789147618030418,-0.06291085543382069,1.1024658955656605
0.5566652424695577,0.5721152378917815,0.5559785760063478,0.5720389416180915,0.039848017822809556,-0.050590533158360484,1.1024658955656605
0.5567415387432477,0.5721152378917815,0.5560548722800378,0.5720389416180915,0.03709524826807442,-0.053913998840296795,1.1024658955656605
0.5568941312906277,0.5720770897549365,0.5561693166905728,0.5720389416180915,0.031455427716910345,-0.05616321298867755,1.1062654499954223
0.5570467238380077,0.5720770897549365,0.5562837611011078,0.5720389416180915,0.03370464186529132,-0.052571184423352735,1.1024658955656605
0.5571993163853877,0.5721152378917815,0.5563600573747978,0.5720389416180915,0.038169499801629536,-0.044312875759147996,1.1024658955656605
0.5572756126590777,0.5721915341654715,0.5564363536484878,0.5720389416180915,0.053578295236060614,-0.030750450148014696,1.1139103366191594
0.5574282052064576,0.5721915341654715,0.5565889461958677,0.5720389416180915,0.05448469496749775,-0.029239783928952878,1.1062654499954223
0.5575426496169926,0.5722678304391615,0.5567033906064027,0.5720389416180915,0.06415295876949356,-0.018765831476790673,1.1100650044251839
0.5576570940275276,0.5722296823023165,0.5568178350169377,0.5720389416180915,0.05327616199224816,-0.028669087801751703,1.1139103366191594
0.5577715384380628,0.5722678304391615,0.5569322794274727,0.5720389416180915,0.05948667867061386,-0.02477492599261466,1.1100650044251839
0.5579241309854428,0.5722296823023165,0.5570467238380077,0.5720389416180915,0.054182561723685296,-0.028534806360057452,1.1062654499954223
0.5579622791222878,0.5722296823023165,0.5571993163853877,0.5720389416180915,0.051731925412762836,-0.033939634388256534,1.1062654499954223
0.5581148716696678,0.5722296823023165,0.5573137607959227,0.5720389416180915,0.050288399914548254,-0.03420819727164526,1.1177098910489212
0.5582293160802028,0.5722296823023165,0.5574282052064576,0.5720389416180915,0.05149693288979762,-0.034308908352916,1.1062654499954223
0.5582674642170478,0.5721915341654715,0.5575807977538376,0.5720389416180915,0.04689779351176471,-0.041526535843989354,1.1062654499954223
0.5584963530381177,0.5721915341654715,0.5576570940275276,0.5720389416180915,0.047166356395153874,-0.03931089205603189,1.1177098910489212
0.5586107974486527,0.5721915341654715,0.5578478347117528,0.5720389416180915,0.04438001647999501,-0.04203009125034329,1.1062654499954223
0.5588015381328777,0.5722678304391615,0.5580004272591328,0.5720389416180915,0.05482039857173371,-0.029105502487258628,1.1062654499954223
0.5588778344065677,0.5721915341654715,0.5581148716696678,0.5720770897549365,0.04485000152592544,-0.03964659566026785,1.1100650044251839
0.5590685750907927,0.5721533860286265,0.5582674642170478,0.5720770897549365,0.03699453718680368,-0.04716635639515365,1.1062654499954223
