x,y,Expected_x,Expected_y,pwm_x,pwm_y,dt
0.0355618,0.0355618,0.0,0.0,0.0,0.0,0.0
0.5419782097842343,0.44855342265083764,0.5401470992156743,0.4489730521561326,0.02440565202795497,-0.5827143162327952,0.2441328165532396
0.5401852473525193,0.44691305276650284,0.5401852473525193,0.45030823694570743,-0.02309640797143464,-0.6483108005005036,0.7857753227332377
0.5383922849208045,0.44840083010345766,0.5401852473525193,0.45034638508255265,0.01634876552629172,-0.6259529404583881,0.7934659871211891
0.5422070986053042,0.44836268196661266,0.5401852473525193,0.45042268135624264,-0.0028534806360058784,-0.6079256569109164,0.7972655415509506
0.5422833948789942,0.45290231025116734,0.5401852473525193,0.45049897762993263,0.08419446394238106,-0.521112704855495,0.7972655415509506
0.5404141361735892,0.4471800897244178,0.5402233954893643,0.4505752739036226,-0.0204779198583942,-0.6446852015747551,0.7934659871211891
0.5426648762474442,0.4522156437879574,0.5402233954893643,0.4507278664510026,0.06542863246559039,-0.537595751823481,0.8010650959807122
0.5430082094790492,0.4532837916196173,0.5402615436262093,0.4508423108615376,0.08006530961027858,-0.5204748680074466,0.804910428174688
0.5427030243842892,0.44996490371410247,0.5402996917630543,0.45103305154576256,0.01389812921536926,-0.5915097506637776,0.8010650959807122
0.5411770989104892,0.45122379222998754,0.5403759880367442,0.45122379222998754,0.04256721701712096,-0.5785515915402692,0.7972655415509506
0.5435422833948791,0.45004119998779246,0.5404522843104342,0.4514145329142125,0.00463270973845642,-0.5948667867061372,0.8087099826044496
0.5451445051423689,0.45274971770378736,0.5404904324472792,0.4516434217352825,0.0464278084658345,-0.5393414105655081,0.7972655415509506
0.5430845057527391,0.4542374950407423,0.5405667287209692,0.45191045869319746,0.08013245033112582,-0.5280617694631795,0.8010650959807122
0.5456022827845088,0.45263527329325237,0.5406811731315042,0.4521774956511124,0.030481887264626195,-0.5548173467207862,0.7972655415509506
0.5423596911526842,0.45023194067201744,0.5407956175420392,0.4524826807458724,-0.0043641468550676965,-0.6236030152287363,0.804910428174688
0.5419019135105443,0.4507660145878476,0.5409100619525742,0.45278786584063235,0.004531998657185676,-0.6201788384655293,0.7972655415509506
0.5421308023316143,0.4505752739036226,0.5410245063631092,0.4531311990722373,-0.004397717215491204,-0.6279671620838039,0.8010650959807122
0.5430082094790492,0.45122379222998754,0.5411770989104892,0.45347453230384227,-0.0007385479293191555,-0.6166875209814754,0.804910428174688
0.5428937650685142,0.4558397167882321,0.5413296914578691,0.4538560136722922,0.08325449385052042,-0.5355815301980651,0.8010650959807122
0.5424741355632192,0.4522537919248024,0.5414822840052491,0.4542374950407423,0.008224738303781232,-0.6162175359355448,0.7972655415509506
0.5470900601214637,0.45618305001983706,0.5416348765526291,0.45465712454603724,0.05512253181554594,-0.5265511032441176,0.8087099826044496
0.544228949858089,0.4572511978514969,0.5417874691000091,0.4550767540513322,0.08103885006256295,-0.531351664784692,0.8010650959807122
0.5488830225531784,0.4559923093356121,0.5420163579210793,0.45553453169347213,0.02511062959685062,-0.5450483718375195,0.8010650959807122
0.5461363567003388,0.45278786584063235,0.5422452467421492,0.4559923093356121,-0.03051545762504948,-0.6312234870448927,0.7972655415509506
0.5472808008056886,0.45362712485122225,0.5423978392895292,0.456488235114597,-0.025144199957274127,-0.6174932096316417,0.8087099826044496
0.5490737632374034,0.45629749443037204,0.5426648762474442,0.45694601275673696,0.011951048310800516,-0.5669026764732811,0.7972655415509506
0.5486159855952635,0.456755272072512,0.5429319132053592,0.4575182348094119,0.014770958586382665,-0.572576067384869,0.8010650959807122
0.5482345042268135,0.4592730491042817,0.5431608020264291,0.45805230872524183,0.05633106479079575,-0.5383342997528002,0.8125095370342111
0.5471282082583087,0.4584337900936918,0.5434278389843441,0.45862453077791676,0.035383159886471116,-0.5733481856746117,0.804910428174688
0.5499511703848383,0.4591204565569017,0.5437330240791041,0.4591586046937467,0.02544633320108658,-0.5590136417737358,0.8087099826044496
0.5505996887112032,0.4599215674306466,0.544000061037019,0.4597689748832666,0.02786339915158531,-0.5544480727561266,0.804910428174688
0.5519348735007783,0.4642704550309764,0.544305246131779,0.46037934507278666,0.09497054963835572,-0.47901547288430446,0.804910428174688
0.5481200598162785,0.4650334177678763,0.544610431226539,0.4609897152623066,0.11407208471938235,-0.5012054811243019,0.8010650959807122
0.5499511703848383,0.4642323068941314,0.5449537644581439,0.4616382335886715,0.07590258491775259,-0.5247047334208198,0.804910428174688
0.5512482070375682,0.4653004547257913,0.5452970976897489,0.46228675191503643,0.0769768364513077,-0.5151036103396711,0.816354869228187
0.5502945036164433,0.4642704550309764,0.5456404309213538,0.46297341837824635,0.04985198522904155,-0.5553544724875638,0.804910428174688
