Px,Py,Mx,My,Mxv,Myv,dt
1.8857471942901611,0.03471316397190094,0.20524628460407257,0.20963163673877716,0.019498387351632118,-6.783324444682715e-14,0.003104912000708282
1.8871511161612569,0.032133907246370774,0.20523754000118988,0.20959951948131067,-0.00026822904357763286,-0.008181369788322197,0.005443198002467398
1.88756263256073,0.03358021751046181,0.20613877475261688,0.2109232246875763,0.33349180221557617,0.4665412902832031,0.007566745996882673
1.8857472496389105,0.03471316484044629,0.20697666915645072,0.21459131954426527,0.0779033684769638,0.7148720162401332,0.008369257004233077
1.8870859146118164,0.033635213971138,0.21056923270225525,0.22250810265541077,0.4458162784576416,1.0009018182754517,0.008299683999211993
1.8871113518377078,0.033630240303801795,0.21479512653336938,0.23326942157873687,0.691023326332781,1.5369645832528795,0.008321907997014932
1.885714054107666,0.0270231943577528,0.22044892609119415,0.24570013582706451,0.7311620116233826,1.471872329711914,0.00834828799997922
1.8871152974457053,0.03412512053236372,0.22549361369661683,0.25683255453166637,0.71399549298373,1.6419707974477937,0.008312491001561284
1.887489676475525,0.03319953382015228,0.23250891268253326,0.27065804600715637,0.925835371017456,1.7010276317596436,0.008378106998861767
1.8870968815613351,0.0337322336282011,0.23970053467311137,0.2825755310369466,1.0453733621422194,1.1762461313472148,0.008318385000166018
1.8870877027511597,0.034095365554094315,0.24857550859451294,0.2901225686073303,1.0021802186965942,0.5587993860244751,0.008332389996212441
1.8870943287844875,0.03388135675974924,0.2584549989589228,0.2933856194169785,1.3594127349370515,0.14425418403440732,0.008357911006896757
1.8870831727981567,0.03369787335395813,0.26662710309028625,0.29506194591522217,1.0414899587631226,0.22245275974273682,0.00836974899721099
1.8870595617688566,0.0347389973446266,0.2729385535035864,0.29825105342776237,0.6197281878438701,0.5420146292601056,0.008259253998403437
1.8854492902755737,0.034581031650304794,0.2789522707462311,0.30377042293548584,0.688873827457428,0.7997908592224121,0.008393670999794267
1.8870830913133245,0.033698023359617024,0.28302289113636503,0.3070720345577922,0.46167926253814096,0.31288256166380995,0.008320368004206102
1.8856853246688843,0.03479740023612976,0.28824248909950256,0.30603548884391785,0.5164390802383423,-0.3450066149234772,0.00832826199621195
