Px,Py,Mx,My,Mxv,Myv,dt
1.8862463235855103,0.0357854962348938,0.24041548371315002,0.43569090962409973,0.008072304539382458,0.018273958936333656,0.0031840520023251884
1.8859164367569672,0.03894978952668504,0.2404154545019638,0.43565902063746204,0.00673516924186727,-0.015488463339882335,0.005389448000642005
1.8861318826675415,0.037098128348588943,0.2403988391160965,0.4356219470500946,-0.005602611694484949,-0.017061429098248482,0.0033532689994899556
1.8862337025666391,0.03603726564097898,0.2417333618398156,0.43795426909008695,0.07167561844746395,0.43038465300189543,0.008329892996698618
1.8859065771102905,0.03913865238428116,0.24400116503238678,0.4401254951953888,0.4090555012226105,0.07846128195524216,0.008377871999982744
1.8862337025666391,0.03603726564097898,0.24663178342456357,0.44235870981013076,0.39486837507377015,0.3345252927171134,0.008258513000328094
1.8863918781280518,0.036411941051483154,0.2514379620552063,0.44731733202934265,0.5294332504272461,0.661341667175293,0.008409595000557601
1.8859262523074667,0.038761060448392004,0.2569920129460784,0.4531177694355324,0.7190521934655827,0.7447677905632866,0.008307602001877967
1.8857409954071045,0.03795040771365166,0.2628876864910126,0.4610625207424164,0.8453437685966492,0.9762231707572937,0.008346048998646438
1.8860950374387546,0.03787379189113704,0.26889961588386774,0.4695211556525093,0.688167997871764,1.0214705367633135,0.00827989599929424
1.8859262466430664,0.03876106068491936,0.27473175525665283,0.477001816034317,0.7336674928665161,1.2289103269577026,0.008396452001761645
1.8859164270192488,0.03894992154243926,0.2839314486372911,0.48925602047705447,1.1160135507406568,1.3295975133465936,0.008273733001260553
1.8861604928970337,0.036165256053209305,0.2923317551612854,0.4986129701137543,1.14068603515625,0.9806609153747559,0.00838472099712817
1.8852782108483594,0.0351262032672236,0.30255459448958155,0.5054122257939552,1.1015909108905584,0.493716489666405,0.00830180999764707
1.8864178657531738,0.037296097725629807,0.3103078305721283,0.5093586444854736,0.980146586894989,0.610890805721283,0.008351191005203873
1.886459438630395,0.03650847227467513,0.32133785032476425,0.5154356859575486,1.3972781236163474,0.74498773947935,0.008299336994241457
1.8861604928970337,0.036165256053209305,0.3325936198234558,0.5201855897903442,1.4490770101547241,0.39096716046333313,0.008392310002818704
1.8859262523074667,0.038761060448392004,0.34483015534510986,0.5210897223950735,1.1800054233190147,-0.0742094607785998,0.00830683000094723
1.887250542640686,0.03877529501914978,0.35666534304618835,0.5217902064323425,1.351602554321289,0.10776515305042267,0.00836910899670329
1.8866245793741512,0.03549678651244226,0.36709863196196535,0.52394697931648,1.2658875203555886,0.3614945032434065,0.00828146200365154
1.8859164714813232,0.038949791342020035,0.3790720999240875,0.5264768600463867,1.1864656209945679,0.13202214241027832,0.008382405001611914
1.8866245793741512,0.03549678651244226,0.3891783692256712,0.5260531107559242,1.2430371357522163,-0.2558467044723416,0.008345105998159852
1.8866245746612549,0.035496786236763,0.39556822180747986,0.5244444608688354,0.94031822681427,-0.220379039645195,0.008296596999571193
1.8872730696710858,0.03834307230020184,0.40134738727911295,0.5242519235995476,0.48366336511771735,0.06952395902360414,0.008291692000057083
1.886141300201416,0.0365399606525898,0.40607011318206787,0.5235896110534668,0.3367861211299896,-0.21502040326595306,0.008421906997682527
1.886430357753817,0.03613682439065413,0.4103988996575086,0.5210860954085699,0.4760202935264573,-0.2358244188164635,0.008274109997728374
1.8866245746612549,0.035496786236763,0.4138619303703308,0.5203942656517029,0.5561227202415466,0.10459977388381958,0.00837355700059561
1.8872730585880564,0.038343223764354284,0.4164782269064058,0.5209374733827113,0.16098639419257393,0.11613898831624318,0.008338195999385789
1.8859163522720337,0.038950394839048386,0.4182370901107788,0.5213063955307007,0.30487021803855896,0.09680896997451782,0.008411939001234714
1.8859164270192488,0.03894992154243926,0.4194041703754431,0.5214390690450108,-0.060180149251015114,-0.024708706285089366,0.008238517999416217
1.8861604928970337,0.036165256053209305,0.41999951004981995,0.5209944844245911,0.06863990426063538,-0.06265408545732498,0.008368135000637267
1.8872730696710858,0.03834307230020184,0.41938664719628904,0.5205792413802269,-0.043383424767863346,-0.011936052665928343,0.008325927003170364
1.8866245746612549,0.035496786236763,0.41931983828544617,0.5206725597381592,-0.004291350953280926,0.02237080968916416,0.008295580999401864
1.886430357753817,0.03613682439065413,0.4190992956344002,0.5206486256707108,-0.01561515449458605,0.0014633260035080144,0.008384253000258468
1.886426329612732,0.03680005669593811,0.41910144686698914,0.5206506848335266,0.026364002376794815,0.008038678206503391,0.008348472001671325
1.8859164367569672,0.03894978952668504,0.41897455334479,0.5206922458734079,-0.028175961837573694,-0.0018529158878783265,0.008287593998829834
1.8859065771102905,0.03913865238428116,0.4190262258052826,0.5206524133682251,0.004222075454890728,-0.015039163641631603,0.008357227998203598
1.8862337025666391,0.03603726564097898,0.41901561373896357,0.5207168392385225,0.0019406079557523436,0.015061565350330494,0.00841952900373144
1.8859164714813232,0.03894992172718048,0.41903141140937805,0.5207358598709106,-0.0027048708871006966,0.003854873590171337,0.008239864000643138
1.8861317491265157,0.036727354078234464,0.4190979331685772,0.52065129986566,0.01122433605215189,-0.0021443943006923417,0.008380425999348518
1.8861604928970337,0.036165256053209305,0.41906556487083435,0.5206941366195679,-0.008022150956094265,0.0031960615888237953,0.008326641996973194
1.8861604597762311,0.03616525693825101,0.4191142682900908,0.5206848343427707,0.0015151137731659933,-0.008423534425133168,0.0083260160026839
1.8861451148986816,0.036465197801589966,0.4191010594367981,0.5206611156463623,-0.0005936527741141617,-0.0026445104740560055,0.008345939000719227
