x,y,dt
0.6836885134898835,0.27134649278373896,
0.6836885134898835,0.27134649278373896,0.008534431457519531
0.6836885134898835,0.27134649278373896,0.016941070556640625
0.6836885134898835,0.27134649278373896,0.008480072021484375
0.6836885134898835,0.27134649278373896,0.008484840393066406
0.6836885134898835,0.27134649278373896,0.0084991455078125
0.6836885134898835,0.27134649278373896,0.008513927459716797
0.6836885134898835,0.27134649278373896,0.00852346420288086
0.6836885134898835,0.27134649278373896,0.008533477783203125
0.6836885134898835,0.27134649278373896,0.01692652702331543
0.6836885134898835,0.27134649278373896,0.00846409797668457
0.6836885134898835,0.27134649278373896,0.008467912673950195
0.6836885134898835,0.27134649278373896,0.008491992950439453
0.6836885134898835,0.27134649278373896,0.008503437042236328
0.6836885134898835,0.27134649278373896,0.008510112762451172
0.6836885134898835,0.27134649278373896,0.008521795272827148
0.6836885134898835,0.27134649278373896,0.016921281814575195
0.6836885134898835,0.27134649278373896,0.008452892303466797
0.6836885134898835,0.27134649278373896,0.008466958999633789
0.6836885134898835,0.27134649278373896,0.008475780487060547
0.6836885134898835,0.27134649278373896,0.008483648300170898
0.6836885134898835,0.27134649278373896,0.00850057601928711
0.6836885134898835,0.27134649278373896,0.008504629135131836
0.6836885134898835,0.27134649278373896,0.008513212203979492
0.6836885134898835,0.27134649278373896,0.016919851303100586
0.6836885134898835,0.27134649278373896,0.008458375930786133
0.6836885134898835,0.27134649278373896,0.008461952209472656
0.6836885134898835,0.27134649278373896,0.008479118347167969
0.6836885134898835,0.27134649278373896,0.008489847183227539
0.6836885134898835,0.27134649278373896,0.008496284484863281
0.6836885134898835,0.27134649278373896,0.008504867553710938
0.6859470080703258,0.2715441277464276,0.016909360885620117
0.6859470080703258,0.2715441277464276,0.008447408676147461
0.6859470080703258,0.2715441277464276,0.008451700210571289
0.6859470080703258,0.2715441277464276,0.00847005844116211
0.6859470080703258,0.2715441277464276,0.008477449417114258
0.6859470080703258,0.2715441277464276,0.008488893508911133
0.6859470080703258,0.2715441277464276,0.008493900299072266
0.6859470080703258,0.2715441277464276,0.008507013320922852
0.6859470080703258,0.2715441277464276,0.008511066436767578
0.6859470080703258,0.2715441277464276,0.016913175582885742
0.6859470080703258,0.2715441277464276,0.008452415466308594
0.6859470080703258,0.2715441277464276,0.008470535278320312
0.6859470080703258,0.2715441277464276,0.008472919464111328
0.6859470080703258,0.2715441277464276,0.008486270904541016
0.6859470080703258,0.2715441277464276,0.008491039276123047
0.6859470080703258,0.2715441277464276,0.008507966995239258
0.6859470080703258,0.2715441277464276,0.008517980575561523
0.6859470080703258,0.2715441277464276,0.01691269874572754
0.6859470080703258,0.2715441277464276,0.008447408676147461
0.6859470080703258,0.2715441277464276,0.00845026969909668
0.6859470080703258,0.2715441277464276,0.00846552848815918
0.6859470080703258,0.2715441277464276,0.008469343185424805
0.6859470080703258,0.2715441277464276,0.008476018905639648
0.6859470080703258,0.2715441277464276,0.008496999740600586
0.6859470080703258,0.2715441277464276,0.008500814437866211
0.6859470080703258,0.2715441277464276,0.01689767837524414
0.6859470080703258,0.2715441277464276,0.008431196212768555
0.6859470080703258,0.2715441277464276,0.008445262908935547
0.6859470080703258,0.2715441277464276,0.00845026969909668
0.6859470080703258,0.2715441277464276,0.00846099853515625
0.6859470080703258,0.2715441277464276,0.008465766906738281
0.6859470080703258,0.2715441277464276,0.008479118347167969
0.6859470080703258,0.2715441277464276,0.008484840393066406
0.6859470080703258,0.2715441277464276,0.01688694953918457
0.6859470080703258,0.2715441277464276,0.008417367935180664
0.6859470080703258,0.2715441277464276,0.008429765701293945
0.6859470080703258,0.2715441277464276,0.008435726165771484
0.6859470080703258,0.2715441277464276,0.008448123931884766
0.6859470080703258,0.2715441277464276,0.008451700210571289
0.6859470080703258,0.2715441277464276,0.008457660675048828
0.6859470080703258,0.2715441277464276,0.008473396301269531
0.6859470080703258,0.2715441277464276,0.008491039276123047
0.6859470080703258,0.2715441277464276,0.008496284484863281
0.6859470080703258,0.2715441277464276,0.016893863677978516
0.6859470080703258,0.2715441277464276,0.008433818817138672
0.6859470080703258,0.2715441277464276,0.00843667984008789
0.6859470080703258,0.2715441277464276,0.008452415466308594
0.6859470080703258,0.2715441277464276,0.008467912673950195
0.6859470080703258,0.2715441277464276,0.008472204208374023
0.6859470080703258,0.2715441277464276,0.008486270904541016
0.688202297960484,0.271741469593753,0.008496522903442383
0.6859470080703258,0.2715441277464276,0.00850534439086914
0.6859470080703258,0.2715441277464276,0.008517026901245117
0.688202297960484,0.271741469593753,0.016910552978515625
0.6859470080703258,0.2715441277464276,0.00844120979309082
0.688202297960484,0.271741469593753,0.008450031280517578
0.6859470080703258,0.2715441277464276,0.008453845977783203
0.688202297960484,0.271741469593753,0.008468389511108398
0.688202297960484,0.271741469593753,0.008473396301269531
0.688202297960484,0.271741469593753,0.008483648300170898
0.6859470080703258,0.2715441277464276,0.00848841667175293
0.6859470080703258,0.2715441277464276,0.008501529693603516
0.6859470080703258,0.2715441277464276,0.01690363883972168
0.688202297960484,0.271741469593753,0.008433103561401367
0.688202297960484,0.271741469593753,0.008447408676147461
0.688202297960484,0.271741469593753,0.008460044860839844
0.6859470080703258,0.2715441277464276,0.008464813232421875
0.688202297960484,0.271741469593753,0.008476972579956055
0.6859470080703258,0.2715441277464276,0.008490324020385742
0.6859470080703258,0.2715441277464276,0.008496999740600586
0.6859470080703258,0.2715441277464276,0.016899824142456055
0.688202297960484,0.271741469593753,0.008434534072875977
0.688202297960484,0.271741469593753,0.008441925048828125
