Px,Py,Mx,My,Mxv,Myv,dt
1.871809720993042,0.05494799092411995,0.20852984488010406,0.20094379782676697,-0.001453880569897592,-0.016668308526277542,0.0030496469989884645
1.8720180274713125,0.05492111436596514,0.20854801596042521,0.2010210420759571,0.013513610599946033,0.021761432025440928,0.0060740779954358
1.8719226121902466,0.05487915873527527,0.2097373604774475,0.20197495818138123,0.359068900346756,0.28891053795814514,0.007691586004511919
1.871782661390024,0.05494030292911045,0.21105156095910116,0.20789518929922834,0.35299439490181006,0.7942676401835514,0.008283095994556788
1.8730181455612183,0.05494052916765213,0.21414172649383545,0.21669429540634155,0.45332515239715576,1.1666468381881714,0.008595149003667757
1.8718957928787445,0.0549928361563935,0.2170271059555375,0.22658305395532805,0.48410816930125833,1.547753026050533,0.008074796001892537
1.8716570138931274,0.05484782159328461,0.22172978520393372,0.23948009312152863,0.4749864637851715,1.7842121124267578,0.008374205994186923
1.871778499821019,0.05485269095834033,0.2285485127047703,0.25623312523080727,0.8971591662618421,1.8689002375770776,0.008265283002401702
1.8716065883636475,0.05494469776749611,0.23515595495700836,0.27143949270248413,0.8320520520210266,1.6552109718322754,0.008426583997788839
1.8729143065604308,0.05406127899816204,0.24285833629947778,0.2863478359998215,0.9080833108533697,1.6841469342845976,0.008542342002328951
1.8716044425964355,0.054929036647081375,0.24854429066181183,0.29517892003059387,0.772000253200531,1.2342573404312134,0.00808688800316304
1.873191310091722,0.05591341121422022,0.25748634561667566,0.3042403474137525,0.9269185997401905,0.9524298111454861,0.008554781998100225
1.8731609582901,0.05611151084303856,0.2656711935997009,0.31234902143478394,1.0243186950683594,1.0166162252426147,0.00836257299670251
1.871942400831304,0.05486012995267986,0.27586296166855706,0.32136918223477023,1.233763260342316,1.0628533616302147,0.008046020004258025
1.8729802370071411,0.05568721890449524,0.28523164987564087,0.33159542083740234,1.2347805500030518,1.4182277917861938,0.008636022001155652
1.8718878554010643,0.05470306335411812,0.29444601826691796,0.34196228732870204,1.398811458260452,1.4567877795875857,0.008245926997915376
1.8730181455612183,0.05494052916765213,0.3062960207462311,0.3564697206020355,1.492580771446228,1.7871296405792236,0.008418812001764309
1.8718232722893593,0.054856126286807805,0.3186349883679168,0.37323145124905777,1.4981077369001474,1.9771738946681274,0.008268646000942681
1.8718693256378174,0.054890621453523636,0.3315838873386383,0.3900207281112671,1.5244897603988647,1.8394197225570679,0.00819866899837507
1.8731695857573907,0.05594440586794058,0.34554241507144856,0.4086451777241877,1.603515436995984,1.9529029579630646,0.00849699899845291
1.8718440532684326,0.0547398217022419,0.3556484580039978,0.4211796522140503,1.52019464969635,2.0315983295440674,0.00841412699810462
1.8717713707866876,0.05502337792338596,0.36752368555959136,0.4365265084495004,1.5874974724516913,1.9777905538924787,0.008051759003137704
1.8717219829559326,0.05478006973862648,0.37985724210739136,0.45254629850387573,1.2437138557434082,1.7677381038665771,0.008365684996533673
1.8717614662317508,0.0549326280497906,0.3906497498872662,0.4683107150430849,0.9748177858506373,1.7446315590968369,0.008313529004226439
1.8718347549438477,0.05487698316574097,0.4010588824748993,0.4846546947956085,1.1191309690475464,1.8663691282272339,0.008594554994488135
1.872133864610296,0.054945436512814694,0.4075282871593627,0.4982959771369589,0.8539559254409991,1.6271836581030557,0.00804743000480812
1.8721617460250854,0.05497467890381813,0.41449448466300964,0.510469377040863,0.3355306088924408,0.9866487979888916,0.008394101001613308
1.8719379887888221,0.05484780624152408,0.4191741931102088,0.5185542195926062,0.6679461347611779,0.6574233073996862,0.008321952998812776
1.873018503189087,0.054201606661081314,0.42179352045059204,0.5230622887611389,0.10949163138866425,0.28342264890670776,0.008587657997850329
1.872160283211413,0.054870460610874305,0.4241014915396257,0.5243253585471972,0.41037754770153156,-0.19766643220916247,0.008061731998168398
1.8721927404403687,0.05489901825785637,0.4221271276473999,0.5237546563148499,-0.5402529239654541,-0.1632605344057083,0.008623775000160094
1.8718918274804637,0.05510126860213738,0.42266708172653267,0.5203308169429671,-0.06240131843637703,-0.4729482678073962,0.008258071000454947
